,z(cm),r(cm),T-bar(K),T-rms(K),Uz-bar(m/s),Uz-rms(m/s),Ux-bar(m/s),Ux-rms(m/s),Uz'T'(m/s)K,Ux'T'(m/s)K,Uz'Ux'(m/s)^2
0,4.0,-4.0,1163.9,224.8,0.483,0.299,0.19,0.255,21.603,3.758,0.027000000000000003
1,4.0,-2.0,980.6,277.6,0.385,0.28800000000000003,0.09,0.196,47.748000000000005,4.995,0.016
2,4.0,0.0,884.7,237.8,0.319,0.284,-0.042,0.183,40.518,-6.876,-0.006999999999999999
3,4.0,2.0,1053.1,235.7,0.41700000000000004,0.3,-0.16899999999999998,0.201,31.108,-9.091000000000001,-0.015
4,4.0,4.0,1171.2,241.9,0.435,0.39799999999999996,-0.273,0.22699999999999998,44.585,-6.907,-0.040999999999999995
5,4.0,6.0,1011.2,299.7,0.33799999999999997,0.45399999999999996,-0.25,0.271,105.185,-38.352,-0.067
6,4.0,8.0,932.1,255.9,0.35100000000000003,0.391,-0.256,0.284,65.378,-29.031,-0.026000000000000002
7,4.0,10.0,957.4,272.9,0.433,0.405,-0.33799999999999997,0.248,75.179,15.095,0.033
8,4.0,12.0,861.0,331.0,0.366,0.37200000000000005,-0.371,0.195,83.795,17.099,0.021
9,4.0,14.000000000000002,503.7,252.7,0.166,0.215,-0.303,0.136,30.976,0.7020000000000001,0.008
10,4.0,16.0,314.0,87.7,0.113,0.081,-0.235,0.109,1.09,-1.409,-0.001
