,z(cm),r(cm),T-bar(K),T-rms(K),Uz-bar(m/s),Uz-rms(m/s),Ux-bar(m/s),Ux-rms(m/s),Uz'T'(m/s)K,Ux'T'(m/s)K,Uz'Ux'(m/s)^2
0,14.000000000000002,-4.0,944.4,276.3,1.3419999999999999,0.779,0.035,0.267,145.298,-22.565,-0.046
1,14.000000000000002,-2.0,1102.0,239.0,1.585,0.825,0.038,0.258,88.85,-16.505,0.004
2,14.000000000000002,0.0,1119.4,182.5,1.704,0.8759999999999999,-0.02,0.255,37.695,3.5780000000000003,0.016
3,14.000000000000002,2.0,990.8,271.6,1.42,0.914,-0.07400000000000001,0.23800000000000002,150.6,8.568,-0.003
4,14.000000000000002,4.0,861.9,289.3,1.298,0.82,-0.1,0.259,185.676,9.695,0.032
5,14.000000000000002,6.0,820.7,299.2,1.209,0.747,-0.11599999999999999,0.312,181.672,16.995,0.055999999999999994
6,14.000000000000002,8.0,829.6,322.3,1.072,0.665,-0.11,0.38299999999999995,165.236,39.94,0.11599999999999999
7,14.000000000000002,10.0,786.1,312.7,0.851,0.565,-0.099,0.429,113.17299999999999,38.87,0.128
8,14.000000000000002,12.0,561.3,254.7,0.452,0.392,-0.11599999999999999,0.382,60.31399999999999,26.173000000000002,0.064
9,14.000000000000002,14.000000000000002,402.5,155.0,0.19,0.21600000000000003,-0.156,0.29600000000000004,16.45,-1.3,0.011000000000000001
10,14.000000000000002,16.0,319.7,42.6,0.07200000000000001,0.142,-0.16399999999999998,0.205,-0.20600000000000002,-3.45,0.0
