s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 0.000E+00,-3.501E-03,-4.237E-03,-7.533E-03,-7.763E-03,-7.916E-03,-7.723E-03,-7.264E-03,-6.956E-03,-6.463E-03,-6.022E-03,-6.359E-03,-6.634E-03,-6.984E-03,-6.966E-03,-6.749E-03,-6.564E-03,-6.198E-03,-5.813E-03,-5.493E-03,-6.581E-03,-6.873E-03,-6.927E-03,-6.798E-03,-6.533E-03,-6.316E-03,-5.788E-03,-5.470E-03,-6.581E-03,-6.873E-03,-6.927E-03,-6.798E-03,-6.533E-03,-6.316E-03,-5.991E-03,-5.470E-03,-6.404E-03,-6.855E-03,-6.930E-03,-6.763E-03,-6.582E-03,-6.258E-03,-5.924E-03,-5.382E-03,-5.908E-03,-6.152E-03,-6.064E-03,-5.662E-03,-5.256E-03,-4.107E-03,-3.341E-03, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.015E+00, 1.227E+00, 4.845E-01, 1.393E-01, 9.536E-02, 6.213E-02, 4.730E-02, 3.177E-02, 2.492E-02, 1.795E-02, 1.462E-02, 6.021E-03, 4.948E-03, 3.711E-03, 3.083E-03, 2.384E-03, 2.046E-03, 1.667E-03, 1.463E-03, 1.294E-03, 3.811E-04, 3.615E-04, 3.134E-04, 2.741E-04, 2.091E-04, 1.602E-04, 6.620E-05, 1.574E-06,-2.283E-04,-2.123E-04,-2.123E-04,-2.216E-04,-2.425E-04,-2.623E-04,-2.924E-04,-3.466E-04,-3.405E-04,-2.927E-04,-2.745E-04,-2.604E-04,-2.545E-04,-2.514E-04,-2.596E-04,-2.777E-04,-2.952E-04,-2.311E-04,-1.990E-04,-1.594E-04,-1.348E-04,-1.014E-04,-8.364E-05, 2.308E+01, 2.103E+01, 2.027E+01, 2.019E+01, 2.012E+01, 2.009E+01, 2.006E+01, 2.005E+01, 2.003E+01, 2.003E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.007E+00, 4.324E+00, 3.210E+00, 1.429E+00, 9.732E-01, 6.404E-01, 5.067E-01, 3.593E-01, 2.933E-01, 2.217E-01, 1.878E-01, 1.393E-01, 1.197E-01, 9.597E-02, 8.104E-02, 6.836E-02, 6.273E-02, 5.326E-02, 4.752E-02, 4.003E-02, 2.554E-02, 1.792E-02, 1.502E-02, 1.367E-02, 1.208E-02, 1.110E-02, 9.722E-03, 8.870E-03, 6.895E-03, 6.250E-03, 5.355E-03, 4.805E-03, 4.053E-03, 3.597E-03, 3.177E-03, 2.613E-03, 2.011E-03, 1.631E-03, 1.411E-03, 1.126E-03, 9.640E-04, 7.577E-04, 6.417E-04, 4.963E-04, 3.596E-04, 2.755E-04, 2.298E-04, 1.740E-04, 1.440E-04, 1.072E-04, 8.777E-05, 3.621E+01, 3.106E+01, 2.458E+01, 2.314E+01, 2.206E+01, 2.162E+01, 2.113E+01, 2.092E+01, 2.068E+01, 2.057E+01, 2.039E+01, 2.033E+01, 2.025E+01, 2.021E+01, 2.017E+01, 2.015E+01, 2.012E+01, 2.011E+01, 2.009E+01, 2.006E+01, 2.005E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.005E+00, 7.756E+00, 5.114E+00, 2.597E+00, 1.824E+00, 1.225E+00, 9.682E-01, 6.837E-01, 5.486E-01, 4.062E-01, 3.372E-01, 2.453E-01, 1.992E-01, 1.619E-01, 1.382E-01, 1.208E-01, 1.141E-01, 1.059E-01, 1.014E-01, 1.044E-01, 1.199E-01, 1.305E-01, 1.372E-01, 1.353E-01, 1.266E-01, 1.219E-01, 1.135E-01, 1.074E-01, 9.866E-02, 9.410E-02, 8.526E-02, 7.866E-02, 6.997E-02, 6.560E-02, 6.158E-02, 5.274E-02, 4.714E-02, 3.738E-02, 3.048E-02, 2.461E-02, 2.147E-02, 1.729E-02, 1.462E-02, 1.122E-02, 8.920E-03, 5.598E-03, 3.582E-03, 2.035E-03, 2.462E-03, 2.734E-03, 2.199E-03, 5.465E+01, 4.304E+01, 3.126E+01, 2.783E+01, 2.523E+01, 2.413E+01, 2.291E+01, 2.235E+01, 2.175E+01, 2.146E+01, 2.108E+01, 2.091E+01, 2.075E+01, 2.066E+01, 2.059E+01, 2.057E+01, 2.052E+01, 2.050E+01, 2.050E+01, 2.052E+01, 2.053E+01, 2.053E+01, 2.051E+01, 2.046E+01, 2.043E+01, 2.039E+01, 2.037E+01, 2.032E+01, 2.030E+01, 2.026E+01, 2.024E+01, 2.021E+01, 2.019E+01, 2.017E+01, 2.014E+01, 2.012E+01, 2.009E+01, 2.007E+01, 2.006E+01, 2.005E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.001E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.004E+00, 1.843E+01, 1.554E+01, 9.282E+00, 6.484E+00, 3.752E+00, 2.720E+00, 1.824E+00, 1.491E+00, 1.129E+00, 9.542E-01, 7.523E-01, 6.506E-01, 5.221E-01, 4.585E-01, 3.861E-01, 3.520E-01, 2.964E-01, 2.626E-01, 2.289E-01, 1.733E-01, 1.590E-01, 1.463E-01, 1.369E-01, 1.226E-01, 1.168E-01, 1.039E-01, 9.837E-02, 9.429E-02, 9.201E-02, 8.548E-02, 7.912E-02, 6.816E-02, 6.027E-02, 5.312E-02, 4.560E-02, 4.044E-02, 3.231E-02, 2.832E-02, 2.689E-02, 2.900E-02, 3.217E-02, 3.233E-02, 3.058E-02, 3.149E-02, 3.535E-02, 3.654E-02, 3.665E-02, 3.495E-02, 3.208E-02, 3.160E-02, 9.939E+01, 8.222E+01, 5.514E+01, 4.457E+01, 3.494E+01, 3.125E+01, 2.775E+01, 2.631E+01, 2.476E+01, 2.402E+01, 2.312E+01, 2.267E+01, 2.214E+01, 2.185E+01, 2.154E+01, 2.139E+01, 2.117E+01, 2.104E+01, 2.092E+01, 2.079E+01, 2.076E+01, 2.073E+01, 2.070E+01, 2.064E+01, 2.062E+01, 2.056E+01, 2.053E+01, 2.050E+01, 2.048E+01, 2.044E+01, 2.041E+01, 2.037E+01, 2.034E+01, 2.032E+01, 2.029E+01, 2.028E+01, 2.024E+01, 2.021E+01, 2.019E+01, 2.019E+01, 2.019E+01, 2.018E+01, 2.016E+01, 2.016E+01, 2.016E+01, 2.016E+01, 2.015E+01, 2.014E+01, 2.013E+01, 2.012E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 2.200E+01, 1.792E+01, 9.475E+00, 6.386E+00, 3.858E+00, 2.913E+00, 2.057E+00, 1.658E+00, 1.255E+00, 1.087E+00, 9.018E-01, 8.135E-01, 6.916E-01, 6.330E-01, 5.515E-01, 5.005E-01, 4.301E-01, 3.867E-01, 3.481E-01, 3.139E-01, 2.954E-01, 2.784E-01, 2.663E-01, 2.350E-01, 2.138E-01, 1.843E-01, 1.671E-01, 1.562E-01, 1.541E-01, 1.565E-01, 1.597E-01, 1.607E-01, 1.574E-01, 1.531E-01, 1.441E-01, 1.416E-01, 1.356E-01, 1.289E-01, 1.164E-01, 1.096E-01, 1.025E-01, 9.961E-02, 9.560E-02, 9.348E-02, 8.993E-02, 8.410E-02, 7.899E-02, 7.576E-02, 7.044E-02, 6.807E-02, 1.522E+02, 1.269E+02, 7.850E+01, 6.002E+01, 4.406E+01, 3.799E+01, 3.251E+01, 3.018E+01, 2.777E+01, 2.670E+01, 2.545E+01, 2.481E+01, 2.402E+01, 2.364E+01, 2.318E+01, 2.293E+01, 2.256E+01, 2.231E+01, 2.210E+01, 2.184E+01, 2.175E+01, 2.166E+01, 2.159E+01, 2.142E+01, 2.132E+01, 2.116E+01, 2.107E+01, 2.102E+01, 2.100E+01, 2.098E+01, 2.097E+01, 2.092E+01, 2.087E+01, 2.083E+01, 2.076E+01, 2.072E+01, 2.065E+01, 2.060E+01, 2.053E+01, 2.050E+01, 2.047E+01, 2.045E+01, 2.042E+01, 2.041E+01, 2.040E+01, 2.037E+01, 2.035E+01, 2.034E+01, 2.031E+01, 2.030E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 2.963E+01, 2.312E+01, 1.266E+01, 8.768E+00, 5.296E+00, 3.949E+00, 2.752E+00, 2.225E+00, 1.690E+00, 1.449E+00, 1.183E+00, 1.032E+00, 8.520E-01, 7.629E-01, 6.723E-01, 6.235E-01, 5.668E-01, 5.402E-01, 5.207E-01, 4.990E-01, 4.739E-01, 4.418E-01, 4.217E-01, 3.796E-01, 3.565E-01, 3.252E-01, 3.176E-01, 2.978E-01, 2.841E-01, 2.615E-01, 2.481E-01, 2.222E-01, 2.054E-01, 1.938E-01, 1.841E-01, 1.750E-01, 1.600E-01, 1.493E-01, 1.353E-01, 1.242E-01, 1.041E-01, 9.274E-02, 8.353E-02, 7.971E-02, 7.642E-02, 7.397E-02, 6.682E-02, 6.292E-02, 5.930E-02, 5.756E-02, 1.898E+02, 1.557E+02, 9.598E+01, 7.306E+01, 5.249E+01, 4.442E+01, 3.715E+01, 3.395E+01, 3.064E+01, 2.914E+01, 2.745E+01, 2.655E+01, 2.544E+01, 2.488E+01, 2.427E+01, 2.394E+01, 2.349E+01, 2.325E+01, 2.303E+01, 2.278E+01, 2.265E+01, 2.250E+01, 2.240E+01, 2.216E+01, 2.203E+01, 2.185E+01, 2.177E+01, 2.165E+01, 2.157E+01, 2.146E+01, 2.140E+01, 2.128E+01, 2.119E+01, 2.111E+01, 2.101E+01, 2.096E+01, 2.086E+01, 2.080E+01, 2.072E+01, 2.067E+01, 2.061E+01, 2.057E+01, 2.053E+01, 2.052E+01, 2.050E+01, 2.048E+01, 2.044E+01, 2.042E+01, 2.040E+01, 2.039E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 3.857E+01, 2.914E+01, 1.518E+01, 1.028E+01, 6.407E+00, 4.875E+00, 3.336E+00, 2.689E+00, 2.043E+00, 1.713E+00, 1.334E+00, 1.158E+00, 9.482E-01, 8.466E-01, 7.384E-01, 6.867E-01, 6.255E-01, 5.918E-01, 5.616E-01, 5.117E-01, 4.866E-01, 4.566E-01, 4.446E-01, 4.193E-01, 3.957E-01, 3.638E-01, 3.511E-01, 3.255E-01, 3.088E-01, 2.902E-01, 2.876E-01, 2.956E-01, 3.021E-01, 3.080E-01, 3.145E-01, 3.117E-01, 2.977E-01, 2.902E-01, 2.855E-01, 2.805E-01, 2.736E-01, 2.692E-01, 2.631E-01, 2.555E-01, 2.507E-01, 2.486E-01, 2.434E-01, 2.370E-01, 2.252E-01, 2.198E-01, 2.686E+02, 2.161E+02, 1.288E+02, 9.504E+01, 6.597E+01, 5.463E+01, 4.395E+01, 3.943E+01, 3.477E+01, 3.257E+01, 3.001E+01, 2.875E+01, 2.728E+01, 2.656E+01, 2.578E+01, 2.538E+01, 2.487E+01, 2.460E+01, 2.435E+01, 2.399E+01, 2.378E+01, 2.355E+01, 2.342E+01, 2.314E+01, 2.293E+01, 2.263E+01, 2.251E+01, 2.234E+01, 2.225E+01, 2.214E+01, 2.209E+01, 2.204E+01, 2.201E+01, 2.199E+01, 2.196E+01, 2.191E+01, 2.178E+01, 2.170E+01, 2.161E+01, 2.155E+01, 2.145E+01, 2.139E+01, 2.131E+01, 2.126E+01, 2.122E+01, 2.119E+01, 2.114E+01, 2.109E+01, 2.103E+01, 2.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 3.004E+01, 2.435E+01, 1.505E+01, 1.112E+01, 7.273E+00, 5.525E+00, 3.731E+00, 2.944E+00, 2.186E+00, 1.843E+00, 1.466E+00, 1.277E+00, 1.057E+00, 9.484E-01, 8.199E-01, 7.503E-01, 6.535E-01, 6.009E-01, 5.484E-01, 4.966E-01, 4.598E-01, 4.097E-01, 3.690E-01, 3.085E-01, 2.891E-01, 2.609E-01, 2.390E-01, 2.141E-01, 2.096E-01, 2.077E-01, 2.098E-01, 2.154E-01, 2.190E-01, 2.174E-01, 2.032E-01, 1.892E-01, 1.676E-01, 1.561E-01, 1.436E-01, 1.406E-01, 1.355E-01, 1.289E-01, 1.190E-01, 1.108E-01, 1.001E-01, 9.320E-02, 8.360E-02, 7.847E-02, 7.257E-02, 7.204E-02, 2.777E+02, 2.251E+02, 1.382E+02, 1.042E+02, 7.351E+01, 6.084E+01, 4.828E+01, 4.277E+01, 3.723E+01, 3.457E+01, 3.156E+01, 3.005E+01, 2.828E+01, 2.739E+01, 2.641E+01, 2.590E+01, 2.523E+01, 2.487E+01, 2.455E+01, 2.417E+01, 2.394E+01, 2.365E+01, 2.346E+01, 2.313E+01, 2.294E+01, 2.267E+01, 2.252E+01, 2.232E+01, 2.223E+01, 2.214E+01, 2.211E+01, 2.209E+01, 2.208E+01, 2.205E+01, 2.198E+01, 2.190E+01, 2.175E+01, 2.166E+01, 2.156E+01, 2.152E+01, 2.145E+01, 2.139E+01, 2.132E+01, 2.127E+01, 2.123E+01, 2.121E+01, 2.117E+01, 2.113E+01, 2.108E+01, 2.106E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
