s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
 1.9481492E+001, 1.3486532E+003, 1.2807755E+003, 1.5002900E+003, 1.5002900E+003, 7.5034899E+002, 1.3752529E+003, 1.2417374E+003, 1.4157503E+003, 1.4157503E+003, 6.4827641E+002, 1.3254344E+003, 1.2890056E+003, 1.3044937E+003, 1.3044937E+003, 4.4142002E+002, 1.4168638E+003, 1.3288024E+003, 9.1369020E+002, 9.1369020E+002, 5.7043360E+002, 1.3835950E+003, 1.3240810E+003, 7.7898181E+002, 7.7898181E+002, 4.1661936E+002, 9.4654933E+002, 1.1316755E+003, 7.5430518E+002, 7.5430518E+002, 4.1753179E+002, 5.2341709E+002, 8.8509187E+002, 6.4361485E+002, 6.4361485E+002, 4.8874927E+002, 5.2867572E-001, 5.8928586E-001, 3.6037214E-001, 3.6037214E-001, 1.0266917E-001, 1.0266917E-001, 2.2945901E-002, 2.2945901E-002, 3.9249345E-003, 3.9249345E-003, 3.1526051E-004, 3.1526051E-004, 2.3747473E-005, 2.3747473E-005, 1.0032011E-006, 1.0032011E-006, 5.7315428E-001, 6.5890711E-001, 4.5676693E-001, 4.5676693E-001, 9.9042191E-002, 9.9042191E-002, 2.6644277E-002, 2.6644277E-002, 2.8552110E-003, 2.8552110E-003, 1.2395833E-004, 1.2395833E-004, 5.7603943E-006, 5.7603943E-006, 2.7126065E-007, 2.7126065E-007, 2.9922008E-001, 5.7493723E-001, 1.8638221E-001, 1.8638221E-001, 4.8365169E-002, 4.8365169E-002, 1.2199747E-002, 1.2199747E-002, 4.6519967E-003, 4.6519967E-003, 3.3223850E-004, 3.3223850E-004, 9.9326563E-006, 9.9326563E-006, 2.8074038E-007, 2.8074038E-007, 2.6251200E-001, 2.0989291E-001, 9.6016419E-002, 9.6016419E-002, 3.6921886E-002, 3.6921886E-002, 1.3488741E-002, 1.3488741E-002, 4.6643591E-003, 4.6643591E-003, 5.4339369E-004, 5.4339369E-004, 5.3589967E-005, 5.3589967E-005, 5.1735260E-005, 5.1735260E-005, 6.3016801E-002, 1.0781040E-001, 7.9075354E-002, 7.9075354E-002, 5.1739564E-002, 5.1739564E-002, 4.7352840E-002, 4.7352840E-002, 2.4872237E-002, 2.4872237E-002, 4.7225495E-003, 4.7225495E-003, 4.1004678E-003, 4.1004678E-003, 3.8907866E-004, 3.8907866E-004
 1.9520648E+001, 1.3100023E+003, 1.3599692E+003, 1.3538767E+003, 1.3538767E+003, 5.7666160E+002, 1.3766964E+003, 1.3132916E+003, 1.5370398E+003, 1.5370398E+003, 9.7562796E+002, 1.3458669E+003, 1.2827630E+003, 1.3070005E+003, 1.3070005E+003, 4.9419828E+002, 1.3991545E+003, 1.3218376E+003, 1.0850033E+003, 1.0850033E+003, 6.1041465E+002, 1.4980483E+003, 1.3458010E+003, 8.2485889E+002, 8.2485889E+002, 4.6729872E+002, 1.3844552E+003, 1.3393526E+003, 8.6575171E+002, 8.6575171E+002, 5.1909776E+002, 6.5139095E+002, 9.7170431E+002, 8.5516655E+002, 8.5516655E+002, 5.3752105E+002, 5.3519033E-001, 5.0697082E-001, 1.5870696E-001, 1.5870696E-001, 6.7329804E-002, 6.7329804E-002, 1.4682783E-002, 1.4682783E-002, 2.8806829E-003, 2.8806829E-003, 2.7869005E-004, 2.7869005E-004, 2.3453026E-005, 2.3453026E-005, 1.0668131E-006, 1.0668131E-006, 5.2240761E-001, 5.9507892E-001, 2.3690706E-001, 2.3690706E-001, 1.1505661E-001, 1.1505661E-001, 3.9998559E-002, 3.9998559E-002, 2.4301447E-003, 2.4301447E-003, 1.0561547E-004, 1.0561547E-004, 5.1597357E-006, 5.1597357E-006, 2.5730935E-007, 2.5730935E-007, 5.4224088E-001, 5.9915059E-001, 1.7170805E-001, 1.7170805E-001, 5.8846494E-002, 5.8846494E-002, 1.1387251E-002, 1.1387251E-002, 2.6232536E-003, 2.6232536E-003, 1.8545089E-004, 1.8545089E-004, 7.8497600E-006, 7.8497600E-006, 2.6570176E-007, 2.6570176E-007, 2.8023833E-001, 4.0769735E-001, 1.1411587E-001, 1.1411587E-001, 4.7858086E-002, 4.7858086E-002, 1.3591213E-002, 1.3591213E-002, 4.0494446E-003, 4.0494446E-003, 6.1232333E-004, 6.1232333E-004, 5.5866007E-005, 5.5866007E-005, 5.1663007E-005, 5.1663007E-005, 8.7878135E-002, 1.2757982E-001, 1.0928955E-001, 1.0928955E-001, 6.2345478E-002, 6.2345478E-002, 2.8432011E-002, 2.8432011E-002, 1.1740060E-002, 1.1740060E-002, 3.9812871E-003, 3.9812871E-003, 2.9898118E-003, 2.9898118E-003, 3.5609487E-004, 3.5609487E-004
 1.9561407E+001, 1.3342249E+003, 1.2883222E+003, 1.4096965E+003, 1.4096965E+003, 7.4383962E+002, 1.3807001E+003, 1.3654345E+003, 1.2976028E+003, 1.2976028E+003, 6.7013186E+002, 1.4178365E+003, 1.3533895E+003, 1.0234518E+003, 1.0234518E+003, 4.3780596E+002, 1.4141131E+003, 1.3875716E+003, 1.0790458E+003, 1.0790458E+003, 5.2277038E+002, 1.3780142E+003, 1.4147330E+003, 1.0899715E+003, 1.0899715E+003, 5.9874392E+002, 1.4273540E+003, 1.4235437E+003, 8.6074656E+002, 8.6074656E+002, 4.4159591E+002, 1.1105309E+003, 1.3637980E+003, 1.0465294E+003, 1.0465294E+003, 6.7238927E+002, 5.0332835E-001, 5.2838553E-001, 3.3764615E-001, 3.3764615E-001, 8.4890844E-002, 8.4890844E-002, 1.2274554E-002, 1.2274554E-002, 2.5379001E-003, 2.5379001E-003, 2.4677475E-004, 2.4677475E-004, 2.2670193E-005, 2.2670193E-005, 1.1088010E-006, 1.1088010E-006, 4.9291470E-001, 5.1059783E-001, 1.2886710E-001, 1.2886710E-001, 7.0206285E-002, 7.0206285E-002, 3.6619301E-002, 3.6619301E-002, 3.0588718E-003, 3.0588718E-003, 1.2329543E-004, 1.2329543E-004, 4.9764462E-006, 4.9764462E-006, 2.4440269E-007, 2.4440269E-007, 4.9702619E-001, 4.9122570E-001, 1.1779596E-001, 1.1779596E-001, 4.3514834E-002, 4.3514834E-002, 1.6443082E-002, 1.6443082E-002, 2.0871445E-003, 2.0871445E-003, 1.1824509E-004, 1.1824509E-004, 6.2847727E-006, 6.2847727E-006, 2.3901360E-007, 2.3901360E-007, 2.4876151E-001, 4.1784833E-001, 1.6446381E-001, 1.6446381E-001, 7.2099969E-002, 7.2099969E-002, 2.4672872E-002, 2.4672872E-002, 6.9485255E-003, 6.9485255E-003, 7.5933960E-004, 7.5933960E-004, 6.2147827E-005, 6.2147827E-005, 5.3202068E-005, 5.3202068E-005, 1.4467787E-001, 1.9550732E-001, 1.3775109E-001, 1.3775109E-001, 8.4740728E-002, 8.4740728E-002, 3.6073883E-002, 3.6073883E-002, 9.8946492E-003, 9.8946492E-003, 3.5880771E-003, 3.5880771E-003, 2.2410557E-003, 2.2410557E-003, 3.4410570E-004, 3.4410570E-004
 1.9601934E+001, 1.2900670E+003, 1.1954919E+003, 1.3798939E+003, 1.3798939E+003, 9.9804789E+002, 1.4303448E+003, 1.3627948E+003, 1.3965372E+003, 1.3965372E+003, 5.4553724E+002, 1.4676273E+003, 1.3987225E+003, 1.1091666E+003, 1.1091666E+003, 5.1374134E+002, 1.5062939E+003, 1.3854362E+003, 6.1836733E+002, 6.1836733E+002, 3.9782608E+002, 1.3479022E+003, 1.3580561E+003, 9.5027408E+002, 9.5027408E+002, 6.5118227E+002, 1.2245751E+003, 1.3044062E+003, 7.9971591E+002, 7.9971591E+002, 4.1117064E+002, 1.0946785E+003, 1.1663630E+003, 7.3795568E+002, 7.3795568E+002, 5.0389841E+002, 6.0506018E-001, 6.3987448E-001, 4.9516625E-001, 4.9516625E-001, 1.0548108E-001, 1.0548108E-001, 2.0424296E-002, 2.0424296E-002, 3.2884611E-003, 3.2884611E-003, 2.5659523E-004, 2.5659523E-004, 2.3342774E-005, 2.3342774E-005, 1.1800244E-006, 1.1800244E-006, 4.3792710E-001, 5.2578788E-001, 1.7535571E-001, 1.7535571E-001, 5.9788004E-002, 5.9788004E-002, 2.1609567E-002, 2.1609567E-002, 2.8558430E-003, 2.8558430E-003, 1.4476005E-004, 1.4476005E-004, 5.1078024E-006, 5.1078024E-006, 2.4041630E-007, 2.4041630E-007, 4.3089257E-001, 5.2813694E-001, 1.2265944E-001, 1.2265944E-001, 5.2639962E-002, 5.2639962E-002, 4.9528144E-002, 4.9528144E-002, 9.3111194E-003, 9.3111194E-003, 2.1543513E-004, 2.1543513E-004, 6.9633582E-006, 6.9633582E-006, 2.4079360E-007, 2.4079360E-007, 1.7985309E-001, 1.9149018E-001, 1.2639088E-001, 1.2639088E-001, 7.9730434E-002, 7.9730434E-002, 4.3673880E-002, 4.3673880E-002, 1.2772430E-002, 1.2772430E-002, 1.0281931E-003, 1.0281931E-003, 7.0177624E-005, 7.0177624E-005, 5.3160731E-005, 5.3160731E-005, 1.3522823E-001, 1.4763243E-001, 9.0172511E-002, 9.0172511E-002, 5.5143928E-002, 5.5143928E-002, 3.0238925E-002, 3.0238925E-002, 7.9882450E-003, 7.9882450E-003, 2.7888956E-003, 2.7888956E-003, 1.3964064E-003, 1.3964064E-003, 3.2392738E-004, 3.2392738E-004
 1.9640784E+001, 1.3280986E+003, 1.2069972E+003, 1.4056666E+003, 1.4056666E+003, 8.0848912E+002, 1.3449744E+003, 1.2540862E+003, 1.5143058E+003, 1.5143058E+003, 8.4984479E+002, 1.4522316E+003, 1.3862489E+003, 1.0984760E+003, 1.0984760E+003, 5.5728036E+002, 1.4541851E+003, 1.4325725E+003, 6.7874246E+002, 6.7874246E+002, 3.8751762E+002, 1.2851751E+003, 1.0868073E+003, 5.5980112E+002, 5.5980112E+002, 4.3336437E+002, 1.0514151E+003, 9.8305185E+002, 7.1602702E+002, 7.1602702E+002, 5.4441397E+002, 1.0040660E+003, 8.1012116E+002, 4.7603293E+002, 4.7603293E+002, 4.0100926E+002, 6.0861853E-001, 6.4094948E-001, 4.4184973E-001, 4.4184973E-001, 9.6788237E-002, 9.6788237E-002, 2.5259765E-002, 2.5259765E-002, 4.1021385E-003, 4.1021385E-003, 2.9559474E-004, 2.9559474E-004, 2.5350743E-005, 2.5350743E-005, 1.2841400E-006, 1.2841400E-006, 4.9585478E-001, 5.8907560E-001, 3.6996463E-001, 3.6996463E-001, 1.1275170E-001, 1.1275170E-001, 2.3228966E-002, 2.3228966E-002, 2.3063125E-003, 2.3063125E-003, 1.5329209E-004, 1.5329209E-004, 5.4406630E-006, 5.4406630E-006, 2.4910230E-007, 2.4910230E-007, 2.3705115E-001, 5.2546363E-001, 1.3456280E-001, 1.3456280E-001, 5.9521321E-002, 5.9521321E-002, 4.9083985E-002, 4.9083985E-002, 2.4047227E-002, 2.4047227E-002, 1.0118158E-003, 1.0118158E-003, 1.6513787E-005, 1.6513787E-005, 3.1380710E-007, 3.1380710E-007, 1.5803798E-001, 1.4913708E-001, 6.7015990E-002, 6.7015990E-002, 3.9493126E-002, 3.9493126E-002, 2.4397375E-002, 2.4397375E-002, 9.9319250E-003, 9.9319250E-003, 9.2485675E-004, 9.2485675E-004, 7.2238036E-005, 7.2238036E-005, 4.9768997E-005, 4.9768997E-005, 1.1973825E-001, 1.0059339E-001, 5.0605660E-002, 5.0605660E-002, 3.3710872E-002, 3.3710872E-002, 2.6015392E-002, 2.6015392E-002, 5.3937161E-003, 5.3937161E-003, 1.7684146E-003, 1.7684146E-003, 7.6392594E-004, 7.6392594E-004, 3.0987261E-004, 3.0987261E-004
 1.9681528E+001, 1.2495854E+003, 1.2185543E+003, 1.4582213E+003, 1.4582213E+003, 7.9828373E+002, 1.3390972E+003, 1.2836307E+003, 1.4280046E+003, 1.4280046E+003, 6.2372506E+002, 1.3421311E+003, 1.2739566E+003, 1.4245963E+003, 1.4245963E+003, 7.6499428E+002, 1.2056965E+003, 1.4276211E+003, 1.0624205E+003, 1.0624205E+003, 5.4564160E+002, 1.2299258E+003, 1.0479644E+003, 5.3977564E+002, 5.3977564E+002, 4.3319001E+002, 1.0515246E+003, 8.9232689E+002, 6.4435818E+002, 6.4435818E+002, 4.9840694E+002, 7.6557953E+002, 8.0370287E+002, 5.7431253E+002, 5.7431253E+002, 4.5300673E+002, 6.3380929E-001, 6.3313475E-001, 3.4632621E-001, 3.4632621E-001, 9.4308917E-002, 9.4308917E-002, 2.8363127E-002, 2.8363127E-002, 4.1972091E-003, 4.1972091E-003, 3.1424598E-004, 3.1424598E-004, 2.6781039E-005, 2.6781039E-005, 1.3702324E-006, 1.3702324E-006, 5.2663627E-001, 5.8217548E-001, 1.8941814E-001, 1.8941814E-001, 7.7708825E-002, 7.7708825E-002, 1.9602900E-002, 1.9602900E-002, 1.9526197E-003, 1.9526197E-003, 1.4718743E-004, 1.4718743E-004, 5.5628691E-006, 5.5628691E-006, 2.6115040E-007, 2.6115040E-007, 4.8870180E-001, 6.0361146E-001, 1.8953317E-001, 1.8953317E-001, 8.7617403E-002, 8.7617403E-002, 5.5254961E-002, 5.5254961E-002, 3.1350070E-002, 3.1350070E-002, 4.5217498E-003, 4.5217498E-003, 1.3066320E-004, 1.3066320E-004, 9.6043756E-007, 9.6043756E-007, 1.5703383E-001, 1.4792352E-001, 6.4916486E-002, 6.4916486E-002, 3.9171921E-002, 3.9171921E-002, 2.1144291E-002, 2.1144291E-002, 5.4121023E-003, 5.4121023E-003, 6.3596588E-004, 6.3596588E-004, 6.3126427E-005, 6.3126427E-005, 4.4345782E-005, 4.4345782E-005, 9.5800686E-002, 9.7920503E-002, 6.5291185E-002, 6.5291185E-002, 4.3872602E-002, 4.3872602E-002, 2.7390660E-002, 2.7390660E-002, 5.4472258E-003, 5.4472258E-003, 1.2503877E-003, 1.2503877E-003, 5.1332944E-004, 5.1332944E-004, 3.1215170E-004, 3.1215170E-004
 1.9721128E+001, 1.3283571E+003, 1.2661715E+003, 1.4603129E+003, 1.4603129E+003, 7.3838838E+002, 1.3034749E+003, 1.2933698E+003, 1.1628019E+003, 1.1628019E+003, 4.7447107E+002, 1.3702540E+003, 1.3456863E+003, 1.2977358E+003, 1.2977358E+003, 8.5428610E+002, 1.3344050E+003, 1.3059872E+003, 1.1305573E+003, 1.1305573E+003, 7.6286251E+002, 1.1042099E+003, 1.2824929E+003, 9.1276905E+002, 9.1276905E+002, 5.1860315E+002, 1.0528687E+003, 9.4763372E+002, 4.9649439E+002, 4.9649439E+002, 4.2524652E+002, 8.7732077E+002, 6.9917065E+002, 6.4155614E+002, 6.4155614E+002, 5.3028828E+002, 5.4710849E-001, 5.9243346E-001, 4.3636203E-001, 4.3636203E-001, 9.4789836E-002, 9.4789836E-002, 2.8172386E-002, 2.8172386E-002, 3.7310882E-003, 3.7310882E-003, 2.9564955E-004, 2.9564955E-004, 2.6366871E-005, 2.6366871E-005, 1.3933479E-006, 1.3933479E-006, 5.6777071E-001, 5.3732585E-001, 1.3142392E-001, 1.3142392E-001, 4.8506618E-002, 4.8506618E-002, 1.1496033E-002, 1.1496033E-002, 1.2313261E-003, 1.2313261E-003, 1.1447732E-004, 1.1447732E-004, 4.8660975E-006, 4.8660975E-006, 2.5140933E-007, 2.5140933E-007, 4.8398279E-001, 5.4291406E-001, 1.6696864E-001, 1.6696864E-001, 9.3579568E-002, 9.3579568E-002, 5.7475353E-002, 5.7475353E-002, 3.3288337E-002, 3.3288337E-002, 7.8960651E-003, 7.8960651E-003, 3.8236371E-004, 3.8236371E-004, 4.0160069E-006, 4.0160069E-006, 2.1903233E-001, 2.7940497E-001, 1.3626056E-001, 1.3626056E-001, 6.0913477E-002, 6.0913477E-002, 1.4860764E-002, 1.4860764E-002, 3.2033996E-003, 3.2033996E-003, 4.4011488E-004, 4.4011488E-004, 5.2883722E-005, 5.2883722E-005, 4.0420601E-005, 4.0420601E-005, 1.0514234E-001, 8.5499561E-002, 7.5902889E-002, 7.5902889E-002, 5.8042537E-002, 5.8042537E-002, 3.8347230E-002, 3.8347230E-002, 1.2558507E-002, 1.2558507E-002, 2.1308931E-003, 2.1308931E-003, 4.5885039E-004, 4.5885039E-004, 3.2419999E-004, 3.2419999E-004
 1.9760729E+001, 1.3695156E+003, 1.3042540E+003, 1.4428736E+003, 1.4428736E+003, 6.5718101E+002, 1.3975297E+003, 1.3403403E+003, 1.4328193E+003, 1.4328193E+003, 5.4871419E+002, 1.3369863E+003, 1.3530726E+003, 8.3909621E+002, 8.3909621E+002, 4.9720559E+002, 1.4568039E+003, 1.4398286E+003, 1.1872930E+003, 1.1872930E+003, 1.0205425E+003, 1.4584671E+003, 1.4176218E+003, 1.2318239E+003, 1.2318239E+003, 8.2686259E+002, 1.3688024E+003, 1.4097854E+003, 1.0832682E+003, 1.0832682E+003, 6.0737366E+002, 1.0849011E+003, 9.5714784E+002, 5.3225936E+002, 5.3225936E+002, 4.3665022E+002, 4.4890339E-001, 5.2982802E-001, 2.5616231E-001, 2.5616231E-001, 7.8287887E-002, 7.8287887E-002, 2.0205970E-002, 2.0205970E-002, 2.8996914E-003, 2.8996914E-003, 2.5670371E-004, 2.5670371E-004, 2.4715187E-005, 2.4715187E-005, 1.3800711E-006, 1.3800711E-006, 5.0485045E-001, 5.6566337E-001, 1.8521963E-001, 1.8521963E-001, 6.3781831E-002, 6.3781831E-002, 1.1645402E-002, 1.1645402E-002, 9.6563129E-004, 9.6563129E-004, 9.1670297E-005, 9.1670297E-005, 4.1231024E-006, 4.1231024E-006, 2.2867469E-007, 2.2867469E-007, 5.0373922E-001, 4.5624321E-001, 1.1751171E-001, 1.1751171E-001, 5.0872730E-002, 5.0872730E-002, 2.8160220E-002, 2.8160220E-002, 2.2829480E-002, 2.2829480E-002, 4.7064569E-003, 4.7064569E-003, 3.3190130E-004, 3.3190130E-004, 6.2843318E-006, 6.2843318E-006, 3.4304188E-001, 4.6317342E-001, 1.9355636E-001, 1.9355636E-001, 1.0230566E-001, 1.0230566E-001, 4.2574037E-002, 4.2574037E-002, 7.4962738E-003, 7.4962738E-003, 6.0218027E-004, 6.0218027E-004, 5.5744047E-005, 5.5744047E-005, 4.0639398E-005, 4.0639398E-005, 1.4836315E-001, 1.2825345E-001, 6.1508414E-002, 6.1508414E-002, 4.1369690E-002, 4.1369690E-002, 2.3796343E-002, 2.3796343E-002, 1.2532955E-002, 1.2532955E-002, 4.1884364E-003, 4.1884364E-003, 4.9122203E-004, 4.9122203E-004, 3.4942829E-004, 3.4942829E-004
 1.9800329E+001, 1.2749532E+003, 1.2533875E+003, 1.4503544E+003, 1.4503544E+003, 7.9862498E+002, 1.5345130E+003, 1.3889889E+003, 1.4520100E+003, 1.4520100E+003, 5.6899188E+002, 1.4589412E+003, 1.4083658E+003, 1.1822596E+003, 1.1822596E+003, 4.7062484E+002, 1.3548158E+003, 1.3667366E+003, 7.9621939E+002, 7.9621939E+002, 5.8003243E+002, 1.2759298E+003, 1.1958481E+003, 9.8510342E+002, 9.8510342E+002, 8.6048101E+002, 1.3336990E+003, 1.3815948E+003, 1.2197008E+003, 1.2197008E+003, 7.9454516E+002, 1.2972430E+003, 1.3114737E+003, 9.4824090E+002, 9.4824090E+002, 5.6957839E+002, 5.6249292E-001, 5.9909930E-001, 3.5172592E-001, 3.5172592E-001, 8.8237036E-002, 8.8237036E-002, 1.6340385E-002, 1.6340385E-002, 2.3859278E-003, 2.3859278E-003, 2.2181660E-004, 2.2181660E-004, 2.2701073E-005, 2.2701073E-005, 1.3449009E-006, 1.3449009E-006, 2.6876643E-001, 5.0076127E-001, 1.6927038E-001, 1.6927038E-001, 6.5862971E-002, 6.5862971E-002, 1.1633965E-002, 1.1633965E-002, 1.0584371E-003, 1.0584371E-003, 8.7637966E-005, 8.7637966E-005, 3.7908022E-006, 3.7908022E-006, 2.1366011E-007, 2.1366011E-007, 2.5927147E-001, 5.0850033E-001, 1.5415029E-001, 1.5415029E-001, 4.8995825E-002, 4.8995825E-002, 1.4080029E-002, 1.4080029E-002, 9.4266348E-003, 9.4266348E-003, 1.8230403E-003, 1.8230403E-003, 1.5241047E-004, 1.5241047E-004, 4.6208786E-006, 4.6208786E-006, 1.7912121E-001, 1.6146700E-001, 1.1818655E-001, 1.1818655E-001, 9.6237056E-002, 9.6237056E-002, 6.7423552E-002, 6.7423552E-002, 2.7493277E-002, 2.7493277E-002, 2.1078645E-003, 2.1078645E-003, 9.5457734E-005, 9.5457734E-005, 4.4067875E-005, 4.4067875E-005, 1.7218484E-001, 1.8369906E-001, 1.1927172E-001, 1.1927172E-001, 6.8533674E-002, 6.8533674E-002, 2.5330139E-002, 2.5330139E-002, 1.4447823E-002, 1.4447823E-002, 5.3456468E-003, 5.3456468E-003, 5.6288436E-004, 5.6288436E-004, 3.7986855E-004, 3.7986855E-004
 1.9841816E+001, 1.2183574E+003, 1.2224003E+003, 1.4162583E+003, 1.4162583E+003, 9.6894332E+002, 1.3767802E+003, 1.3421315E+003, 1.5180920E+003, 1.5180920E+003, 9.0101214E+002, 1.3657312E+003, 1.4294462E+003, 1.1948912E+003, 1.1948912E+003, 4.8919171E+002, 1.2936924E+003, 1.5014225E+003, 1.1034457E+003, 1.1034457E+003, 5.7453818E+002, 9.7762168E+002, 1.1059417E+003, 7.8872699E+002, 7.8872699E+002, 4.8283805E+002, 8.8349282E+002, 8.6429879E+002, 7.2522093E+002, 7.2522093E+002, 6.2831562E+002, 9.6567110E+002, 9.8126922E+002, 9.5145600E+002, 9.5145600E+002, 7.5388829E+002, 6.4261754E-001, 6.4267393E-001, 4.9809421E-001, 4.9809421E-001, 1.0566936E-001, 1.0566936E-001, 1.9977761E-002, 1.9977761E-002, 2.7163242E-003, 2.7163242E-003, 2.1403136E-004, 2.1403136E-004, 2.1509481E-005, 2.1509481E-005, 1.3208686E-006, 1.3208686E-006, 4.2320335E-001, 5.5756106E-001, 2.0396391E-001, 2.0396391E-001, 9.7197004E-002, 9.7197004E-002, 3.4305276E-002, 3.4305276E-002, 3.9540177E-003, 3.9540177E-003, 2.4307778E-004, 2.4307778E-004, 4.7851417E-006, 4.7851417E-006, 2.2276823E-007, 2.2276823E-007, 1.6997342E-001, 4.8815715E-001, 1.4243577E-001, 1.4243577E-001, 5.0516436E-002, 5.0516436E-002, 1.0587135E-002, 1.0587135E-002, 2.5163648E-003, 2.5163648E-003, 6.8083523E-004, 6.8083523E-004, 5.7640377E-005, 5.7640377E-005, 2.6069036E-006, 2.6069036E-006, 1.2021431E-001, 1.3926776E-001, 9.5074389E-002, 9.5074389E-002, 4.8208075E-002, 4.8208075E-002, 2.8240106E-002, 2.8240106E-002, 1.6450141E-002, 1.6450141E-002, 1.9344485E-003, 1.9344485E-003, 1.1246270E-004, 1.1246270E-004, 4.2971988E-005, 4.2971988E-005, 1.1343705E-001, 1.1263658E-001, 1.0672234E-001, 1.0672234E-001, 8.9896275E-002, 8.9896275E-002, 4.4266163E-002, 4.4266163E-002, 1.8807418E-002, 1.8807418E-002, 6.6640802E-003, 6.6640802E-003, 6.6488416E-004, 6.6488416E-004, 4.1862663E-004, 4.1862663E-004
 1.9881416E+001, 1.1910266E+003, 1.2895881E+003, 1.4805738E+003, 1.4805738E+003, 9.1115777E+002, 1.2532497E+003, 1.2576059E+003, 1.4850504E+003, 1.4850504E+003, 8.9296842E+002, 1.4366582E+003, 1.3532947E+003, 1.3042924E+003, 1.3042924E+003, 6.8367380E+002, 1.2399086E+003, 1.4832059E+003, 1.0199709E+003, 1.0199709E+003, 6.3703645E+002, 1.0197309E+003, 1.0122765E+003, 1.0376647E+003, 1.0376647E+003, 6.9149136E+002, 7.7741619E+002, 7.8914488E+002, 7.5251997E+002, 7.5251997E+002, 4.6574154E+002, 7.0220128E+002, 7.4952869E+002, 6.7918425E+002, 6.7918425E+002, 5.2122243E+002, 6.6346501E-001, 6.1915993E-001, 4.2802688E-001, 4.2802688E-001, 1.0268812E-001, 1.0268812E-001, 2.4203678E-002, 2.4203678E-002, 3.3290961E-003, 3.3290961E-003, 2.2997927E-004, 2.2997927E-004, 2.1387628E-005, 2.1387628E-005, 1.3181965E-006, 1.3181965E-006, 5.4141790E-001, 6.3995626E-001, 4.0226141E-001, 4.0226141E-001, 1.3116354E-001, 1.3116354E-001, 6.7481164E-002, 6.7481164E-002, 1.7803198E-002, 1.7803198E-002, 1.5747293E-003, 1.5747293E-003, 1.4927805E-005, 1.4927805E-005, 3.0792008E-007, 3.0792008E-007, 4.2037819E-001, 5.5704382E-001, 1.8245543E-001, 1.8245543E-001, 7.3738377E-002, 7.3738377E-002, 9.0131076E-003, 9.0131076E-003, 1.3357165E-003, 1.3357165E-003, 2.8256390E-004, 2.8256390E-004, 2.4755486E-005, 2.4755486E-005, 1.6410128E-006, 1.6410128E-006, 1.1523067E-001, 1.2711505E-001, 1.2029102E-001, 1.2029102E-001, 7.7113576E-002, 7.7113576E-002, 3.9967363E-002, 3.9967363E-002, 1.8982233E-002, 1.8982233E-002, 1.8951625E-003, 1.8951625E-003, 1.2498417E-004, 1.2498417E-004, 3.7991426E-005, 3.7991426E-005, 8.2146771E-002, 8.8273181E-002, 7.7767448E-002, 7.7767448E-002, 5.4978810E-002, 5.4978810E-002, 3.8404440E-002, 3.8404440E-002, 2.0851752E-002, 2.0851752E-002, 7.5810963E-003, 7.5810963E-003, 7.8288193E-004, 7.8288193E-004, 4.6938935E-004, 4.6938935E-004
